"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q60","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81"
"1506",3,3,3,3,2,3,3,3,4,2,2,4,1,4,2,2,3,4,4,4,3,4,3,4,3,3,3,4,3,2,2,1,2,2,2,3,4,2,4,2,1,3,3,2,3,3,2,3,3,2,2,2,2,3,3,2,2,3,2
"1507",4,2,4,3,5,4,1,1,5,4,2,4,5,2,1,3,2,4,5,4,4,4,4,5,3,2,2,4,3,4,1,1,3,1,5,5,2,5,3,3,1,5,3,5,2,5,1,3,3,1,1,3,3,2,3,4,2,3,1
"1508",3,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1
"1509",3,1,3,2,1,4,1,1,3,1,1,2,2,3,5,1,2,5,4,4,4,2,3,5,1,4,2,2,2,2,2,1,2,1,2,4,1,2,2,4,1,4,1,5,1,4,2,5,2,2,1,3,2,1,4,3,1,5,2
"1510",3,3,3,3,4,4,2,3,4,3,3,4,1,3,4,4,3,4,2,4,3,3,5,5,4,3,1,3,4,3,3,1,3,4,3,4,4,4,3,3,1,4,3,4,2,4,4,4,4,3,2,5,1,3,3,5,4,5,2
"1511",3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,3,1,1,3,1,1,1,2,1,2,1,3,1,1,1,2,2,1,1,1,1
"1512",1,3,2,1,1,1,1,3,2,1,1,2,1,3,1,1,1,1,1,1,2,2,2,1,1,3,1,2,1,1,2,5,1,1,2,1,2,2,1,3,1,2,1,2,1,4,1,2,1,1,1,1,2,1,1,2,1,2,1
"1513",4,1,2,1,2,1,2,3,4,1,2,3,1,2,2,1,1,3,1,1,2,2,1,2,3,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1
"1514",1,1,1,1,2,1,3,1,1,2,1,3,1,1,1,1,1,3,3,4,3,1,2,2,1,1,1,2,2,1,1,3,3,1,2,3,2,1,2,1,1,2,1,1,1,3,1,3,2,2,2,1,2,1,2,2,3,3,1
"1515",1,1,1,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,3,1,1,3,4,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,1,3,3,1,1,3,1,4,2,1,3,2,2
"1516",5,5,5,3,5,2,5,5,3,4,5,5,2,4,5,2,5,5,3,5,5,5,5,4,5,5,5,5,5,2,3,1,4,3,3,4,5,4,5,5,1,2,5,3,5,5,2,5,4,5,2,4,5,4,4,4,3,5,2
"1517",1,3,3,1,2,2,1,2,4,2,1,3,2,2,2,2,1,3,4,3,3,2,3,3,3,3,2,3,4,2,2,1,1,2,3,3,3,1,3,1,1,3,2,1,1,3,1,3,1,2,1,2,1,2,1,2,1,4,2
"1518",3,1,2,1,3,1,2,1,4,2,2,3,1,2,1,1,1,1,3,2,2,3,2,3,1,2,1,3,3,1,1,3,2,2,2,2,3,1,2,2,1,2,2,2,1,2,1,3,2,3,2,1,1,2,3,1,3,2,1
"1519",2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,3,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,3,1,1,1,1,2,1,2,2,1,2,1
"1520",1,1,2,1,2,1,2,1,2,2,3,4,1,1,1,1,1,3,1,2,3,1,2,3,1,1,2,2,3,1,1,2,3,1,1,2,2,2,2,1,1,1,1,1,1,3,1,2,2,2,1,1,1,3,2,3,2,3,1
"1521",3,3,NA,5,3,3,2,5,5,4,NA,4,NA,NA,3,5,1,4,5,3,5,5,2,5,4,4,4,3,5,1,NA,4,NA,3,2,1,5,4,4,4,4,4,NA,5,2,4,1,4,3,5,4,4,3,5,4,3,4,5,2
"1522",2,1,1,1,3,4,2,2,2,2,1,3,1,1,1,3,1,4,2,3,3,1,2,3,1,1,2,3,3,2,1,4,3,2,1,2,3,3,3,1,1,1,4,1,1,2,2,3,1,2,1,1,1,3,2,1,1,3,1
"1523",2,3,2,4,3,3,1,1,5,1,2,3,5,2,3,1,3,3,2,5,2,4,3,5,1,1,1,3,5,1,3,1,4,2,1,5,3,1,3,1,5,1,2,3,1,3,2,4,3,4,2,3,4,5,4,2,3,4,1
"1524",3,1,3,4,2,2,3,2,3,2,3,1,1,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,3,1,1,3,2,2,1,1,1,1,3,2,1,3,3,2,2,2,3,3,3,1,2,3,3,3,3,3,3,2
"1525",1,1,2,2,2,1,1,1,3,1,2,3,1,2,2,2,2,3,3,4,3,3,4,4,2,2,1,3,3,1,1,1,1,1,2,4,1,3,3,1,3,3,2,1,2,1,3,3,1,3,1,1,3,3,3,3,1,4,1
"1526",1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,3,1,1,2,3,2,1,3,1,1,2,2,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1
"1527",5,4,5,4,4,3,5,1,5,1,4,4,4,3,5,4,3,5,5,4,4,5,3,3,4,4,4,3,3,1,2,1,3,4,4,3,3,5,3,3,2,3,5,4,NA,5,4,4,1,4,1,4,5,5,3,4,3,5,3
"1528",4,1,1,3,3,3,4,4,4,3,5,5,1,1,3,3,1,4,1,3,4,2,5,4,2,3,3,3,4,3,1,4,5,2,3,4,4,3,3,1,1,1,3,1,1,4,2,3,3,4,1,3,4,4,4,2,3,4,1
"1529",1,1,1,1,3,1,1,2,1,3,1,2,1,3,1,3,3,1,3,3,1,1,2,3,1,2,1,2,1,1,3,1,1,2,1,2,2,2,3,2,2,1,3,2,3,2,3,1,1,4,1,2,3,1,3,2,1,3,3
"1530",2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,3,1,3,1
"1531",1,1,1,2,1,2,1,3,5,1,1,4,1,1,1,3,3,3,3,4,4,1,3,1,1,4,4,3,3,1,1,4,1,3,3,4,4,1,3,1,1,1,2,1,1,4,1,4,1,4,3,1,3,4,4,3,3,3,1
"1532",1,2,2,3,4,1,2,1,1,1,1,4,1,1,2,1,3,4,1,5,1,3,2,1,1,2,1,3,1,1,1,1,4,1,3,5,3,1,1,1,1,1,3,3,1,1,3,4,1,2,1,3,4,5,3,4,1,3,2
"1533",2,1,2,2,1,2,1,3,5,1,1,2,4,3,4,1,1,4,4,3,4,4,3,4,2,3,2,4,5,1,1,1,3,2,4,5,3,1,4,4,3,3,1,3,1,4,1,1,1,4,1,1,3,3,3,1,1,3,1
"1534",3,3,3,3,4,3,4,1,3,3,3,3,4,4,3,3,3,4,4,4,4,3,3,4,1,4,3,3,4,2,3,1,3,3,3,4,4,4,4,4,1,3,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",2,3,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,3,3,1,3,2,2,2,2,2,1,1,2,2,1,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,3,1,3,3,2,3,3,2,3,3
"1536",1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1,3,3,1,2,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,3,1,3,1,2,2,2,2,2,2
"1537",3,3,1,2,2,2,2,1,2,3,1,2,3,3,1,3,2,3,2,3,3,3,2,2,2,2,2,3,2,2,3,3,1,3,3,3,3,1,2,3,3,2,2,3,2,3,1,2,2,2,3,3,2,2,4,2,2,3,1
"1538",3,1,2,3,2,1,3,1,3,2,1,2,2,3,1,2,1,4,1,4,3,3,3,2,2,1,2,2,4,2,3,2,1,2,1,4,2,1,3,3,2,2,2,2,2,4,4,3,2,4,1,4,2,5,3,4,2,3,2
"1539",1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,3,2,3,1,3,2,1,3,2,2,3,3
"1540",2,1,2,1,3,2,1,2,2,1,1,2,1,3,2,1,1,2,3,3,1,1,2,2,2,2,1,1,2,1,1,3,1,2,2,2,2,1,3,2,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,3,2
"1541",2,1,1,1,3,3,1,1,3,2,2,4,1,1,3,1,2,1,2,3,2,3,2,1,2,3,1,2,2,1,1,2,1,1,1,2,4,1,1,1,1,3,2,1,1,2,1,2,2,2,1,1,3,3,3,2,2,2,1
"1542",4,3,3,3,5,2,1,2,1,2,1,4,1,4,4,4,3,3,1,4,2,5,3,4,2,4,1,1,3,2,3,1,3,1,2,4,5,4,3,1,1,1,4,2,1,1,3,3,2,3,1,2,1,4,4,3,2,4,3
"1543",5,1,4,2,5,4,5,5,1,5,1,5,1,1,5,5,4,5,3,5,NA,5,3,5,4,5,5,3,3,3,1,1,3,3,5,3,4,5,5,1,1,1,4,1,1,5,3,2,1,4,1,5,3,4,3,2,2,4,3
"1544",1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,3,1,1,2,2,1,1,2,1,3,1,1,3,1,2,1,3,1,1,1,2,1,3,1,1,1,3,1,1,2,2,1,1,1,1,3,1,2,1,2
"1545",4,3,5,5,4,4,5,5,5,4,4,4,3,4,4,2,5,4,4,4,5,4,5,5,5,5,5,5,5,1,5,1,4,4,3,3,5,4,4,4,4,4,5,3,5,4,4,5,5,5,3,3,5,4,5,3,5,3,1
"1546",3,1,2,2,1,1,1,1,1,2,1,4,1,1,3,1,3,4,2,3,2,1,3,3,1,3,1,2,1,1,1,1,3,1,1,2,2,1,2,1,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",2,1,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,4,2,2,1,3,1,1,3,1,1,3,1,2,1,2,2,1,3,1,1,1,3,1,2,2,3,3,3,3,2,4,3,3,2,1
"1548",1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,3,2,1,1,1,2,2,2,1,1,1,4,2,2,1,1,3,2,1,2,1,2,2,1,2,3,1,2,2,3,1,1,2,2,3,2,1,3,1
"1549",2,1,1,2,4,1,1,1,5,1,1,4,1,3,3,3,3,4,3,5,3,4,3,4,3,3,3,3,3,1,1,1,4,1,1,5,4,1,4,3,1,3,2,3,1,5,1,4,3,3,3,3,4,4,4,4,3,4,1
"1550",1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1
"1551",2,4,3,2,3,3,5,4,2,1,1,3,3,3,5,1,4,4,1,5,1,4,4,4,4,4,3,3,3,1,4,1,5,4,1,3,3,4,2,1,1,1,3,1,1,4,2,5,3,4,2,3,5,5,4,4,3,5,2
"1552",1,1,3,1,3,1,1,1,2,1,1,4,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,2,2,1,1,2,1,3,1,4,1,2,3,1,1,2,1,4,1
"1553",4,3,4,3,4,3,3,3,5,3,3,4,4,3,2,3,3,4,4,4,5,5,4,5,3,4,4,4,5,3,3,4,2,4,4,4,4,5,3,4,1,3,4,3,3,2,4,3,4,5,3,2,3,5,5,3,4,4,2
"1554",3,1,2,4,3,1,3,1,1,3,2,2,1,3,4,3,1,4,3,4,4,3,3,4,3,4,1,3,2,1,4,1,3,1,3,3,1,3,4,3,1,3,2,4,4,4,3,5,3,5,1,5,5,5,5,5,4,5,2
"1555",3,3,3,1,4,3,2,3,5,1,2,4,1,2,3,2,3,3,3,1,2,4,5,4,4,3,4,4,5,1,3,4,3,1,2,1,4,4,5,1,1,3,4,1,1,5,4,4,1,4,2,4,2,4,4,4,2,3,3
"1556",4,1,2,1,2,1,1,2,3,1,1,3,1,1,1,1,2,1,2,3,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,3,1,3,4,1,1,1,1,1,2,1,4,5,4,3,2,5,4,2,4,5,4,5,1
"1557",1,3,4,3,1,2,1,3,4,1,2,2,1,3,4,1,1,3,4,3,1,3,5,4,2,1,3,3,4,2,2,1,5,3,3,3,3,3,3,3,2,2,1,2,1,1,2,2,2,2,2,4,3,1,3,3,2,3,2
"1558",2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,2,2,3,1,1,2,1
"1559",2,1,1,1,1,2,1,1,2,4,2,2,1,2,2,2,1,1,2,1,3,4,2,2,1,3,1,1,1,3,3,1,1,1,4,1,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,3,2,2,1,1
"1560",5,4,4,4,4,4,4,3,5,3,3,5,2,4,5,1,4,5,3,5,2,3,5,5,3,5,5,4,5,1,5,4,5,5,3,5,5,3,4,4,1,4,3,3,3,3,5,5,2,5,3,4,5,5,5,5,4,5,3
"1561",2,2,2,1,5,2,1,5,4,1,1,4,1,2,2,1,1,2,1,2,2,4,2,5,1,3,1,1,3,1,2,1,2,1,1,2,4,1,1,1,1,1,2,2,1,3,1,2,1,1,1,1,4,1,2,1,1,1,1
"1562",1,1,1,2,1,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,2,1,2,1,4,1,2,1,1,2,3,3,2,3,3,1
"1563",2,1,1,1,3,1,3,3,4,4,1,4,1,1,1,3,1,4,2,3,4,3,4,4,1,1,1,4,3,2,2,4,1,1,2,2,3,2,2,1,1,3,2,3,1,5,1,3,2,3,1,3,4,5,5,2,2,4,1
"1564",5,5,4,3,5,5,5,1,5,4,3,3,4,4,3,2,2,3,3,5,5,5,5,3,3,5,4,5,3,2,4,3,5,4,3,5,3,5,4,3,1,2,3,2,1,4,4,5,4,5,2,3,5,3,5,3,4,4,3
"1565",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1
"1566",1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,3,1,2,3,2,2,1,1,1,2,2,3,1,1
"1567",4,5,2,2,2,2,2,3,5,1,4,4,1,2,4,1,2,3,2,1,2,4,4,3,3,2,2,2,3,1,3,1,5,4,1,1,3,2,2,3,1,2,2,1,3,1,1,2,2,3,1,3,4,2,3,3,1,4,1
"1568",2,1,4,2,2,5,1,3,5,3,1,3,1,1,1,2,2,2,1,3,2,3,3,4,1,2,1,2,2,1,1,3,2,1,1,1,3,2,3,1,2,1,2,2,1,4,2,3,3,2,1,2,2,4,3,2,2,2,1
"1569",3,1,1,1,4,1,1,1,5,1,1,5,1,2,3,1,1,4,1,3,3,1,2,1,1,1,1,2,1,1,1,3,2,1,2,2,3,1,1,2,1,1,2,1,1,3,1,4,1,4,1,1,4,1,2,1,4,4,3
"1570",4,3,4,3,4,4,5,1,5,3,4,5,1,4,5,4,3,5,3,4,4,4,3,5,4,4,4,4,4,2,4,5,4,3,4,3,4,3,4,3,4,3,3,4,3,5,2,5,2,3,2,4,3,3,4,4,3,4,1
"1571",3,1,2,2,2,1,1,1,3,1,1,3,1,1,1,1,1,1,2,3,3,1,3,2,1,2,1,2,2,1,1,1,3,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1
"1572",1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",5,3,4,4,4,4,4,2,4,3,4,3,3,4,3,3,3,3,4,4,3,4,3,5,2,4,4,3,5,3,3,1,4,3,4,3,3,3,4,3,4,4,3,4,4,5,3,4,3,5,3,3,3,5,5,3,5,3,2
"1574",3,1,4,5,4,1,1,4,3,2,1,5,3,3,3,1,2,5,3,2,3,5,4,4,4,4,2,2,4,1,1,5,4,3,3,3,5,3,4,4,1,4,4,2,1,5,4,3,1,5,1,5,5,5,5,4,3,5,1
"1575",1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,3,4,1,2,1,4,1,2,1,1,1,1,1,4,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,3,1,2,1
"1576",3,2,2,1,1,1,2,2,4,2,2,3,1,2,1,1,1,3,2,3,3,3,3,4,1,2,2,2,3,1,1,4,1,1,2,3,2,1,1,1,1,3,1,1,1,4,2,2,1,3,1,2,3,1,3,3,1,3,1
"1577",3,3,2,2,2,3,3,1,1,4,1,3,5,4,3,3,2,4,4,4,4,4,4,4,1,3,2,2,2,3,4,4,4,4,4,3,3,1,1,4,1,3,2,4,1,4,1,3,3,3,1,3,2,1,4,3,3,4,2
"1578",4,1,2,1,1,3,1,1,4,1,1,3,3,3,1,2,1,4,3,2,2,3,4,3,3,2,1,2,3,1,2,4,1,1,3,3,2,4,3,1,3,1,1,3,2,3,3,3,1,3,1,2,1,1,3,3,3,4,2
"1579",2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,3,1,3,1,1,3,1,3,2,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,4,2,1,2,4,2,2,2,3,3,3,1
"1580",3,2,1,1,2,1,2,1,4,1,1,2,1,2,1,1,1,2,1,4,2,3,4,3,3,2,2,3,3,1,2,3,2,2,2,3,1,2,2,2,1,2,2,1,1,4,1,2,1,1,1,1,1,1,2,2,1,1,1
"1581",4,1,1,3,3,1,1,1,1,4,1,4,1,1,1,1,1,3,3,4,4,3,3,4,4,2,3,1,5,2,2,1,3,1,1,4,1,3,5,1,1,1,1,1,1,3,4,3,2,3,1,5,3,3,3,5,1,4,2
"1582",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1
"1583",4,1,4,1,2,3,1,1,5,1,2,4,1,4,4,3,1,3,4,4,3,5,2,1,1,3,3,4,2,1,4,3,2,2,3,2,1,1,2,2,1,3,1,2,1,3,1,4,1,4,1,1,3,3,3,2,3,3,1
"1584",3,1,1,2,1,1,1,3,4,1,1,1,1,3,1,1,2,4,1,4,3,1,1,4,5,1,1,1,4,1,1,1,3,1,1,1,4,1,3,1,1,1,1,1,3,2,3,3,3,5,1,2,3,3,2,3,3,2,1
"1585",4,4,2,1,3,1,3,2,5,3,1,3,1,2,1,5,1,3,3,3,5,3,3,4,3,2,2,3,2,3,2,3,5,2,3,3,4,2,3,3,1,3,3,3,1,4,1,3,2,3,2,2,2,4,3,2,3,3,2
"1586",2,2,1,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,3,3,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
"1587",2,1,1,2,2,3,1,2,1,3,1,3,1,2,3,1,3,4,1,4,3,1,1,3,1,3,1,2,2,1,2,1,3,1,2,3,3,4,2,2,1,1,2,5,1,3,2,3,2,3,2,2,4,2,3,3,3,5,1
"1588",3,5,3,2,4,4,3,3,5,4,4,4,1,3,3,1,1,5,3,3,3,4,4,5,3,3,3,2,4,2,3,1,3,2,4,4,2,3,5,3,1,3,3,5,1,4,2,5,3,4,3,5,2,4,3,4,2,4,3
"1589",5,4,5,2,4,5,5,5,5,4,3,4,2,5,4,5,3,4,4,5,5,4,5,5,5,4,4,4,5,3,5,1,4,5,3,5,4,5,5,4,1,3,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",1,4,1,1,2,5,1,2,5,1,1,3,2,3,3,4,3,5,4,5,5,5,3,5,1,3,1,4,1,1,3,5,1,3,5,5,2,5,3,2,1,2,1,2,2,5,1,2,1,4,1,5,2,1,5,5,2,4,1
"1591",1,2,3,3,1,1,1,1,4,1,1,2,1,1,4,1,4,4,1,4,2,3,2,1,1,4,3,3,2,1,2,4,1,1,1,3,2,1,4,1,1,1,1,1,1,3,2,2,2,2,1,5,2,2,3,4,2,4,2
"1592",2,2,2,1,3,3,1,1,3,4,2,3,1,2,2,4,1,5,4,4,5,4,2,1,1,3,1,3,3,1,2,1,2,2,3,5,2,1,1,2,1,3,1,1,2,2,3,4,2,2,2,3,1,5,4,4,3,3,2
"1593",2,1,1,1,2,1,1,1,2,1,2,3,1,1,3,1,1,2,1,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1
"1594",1,1,3,1,3,4,1,1,5,1,1,3,3,2,2,2,1,3,1,3,2,5,2,4,1,1,1,2,3,1,1,3,3,1,4,3,3,1,4,3,1,2,3,1,1,3,1,2,3,2,1,3,2,2,3,3,2,1,2
"1595",5,3,2,5,1,2,5,2,2,2,2,4,3,2,3,4,2,3,3,4,4,4,3,1,1,3,2,3,3,1,2,2,2,2,4,3,2,1,4,3,2,4,3,2,4,4,2,4,2,5,1,4,5,4,5,2,4,3,2
"1596",1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,4,3,4,3,2,3,1,2,1,2,4,1,3,1,3,1,4,3,2,3,1,4,3,3,1,3,2,5,3,5,3,4,1,5,4,4,4,4,3,4,1
"1597",2,1,2,1,1,1,1,1,4,1,1,1,2,2,3,1,3,1,2,1,3,1,3,3,1,2,2,1,2,1,1,1,1,1,3,1,1,4,3,1,2,1,1,1,1,3,3,5,1,4,1,4,3,1,4,3,1,4,3
"1598",4,4,2,3,4,4,2,3,4,2,2,4,1,2,4,2,3,4,3,3,4,3,3,4,2,3,2,4,2,3,2,1,4,2,3,3,4,1,3,2,1,3,4,2,1,2,1,4,3,1,3,4,4,5,5,3,2,4,1
"1599",3,1,1,1,2,2,1,1,1,1,1,3,2,1,1,1,2,4,4,4,1,2,3,2,1,1,1,1,3,1,1,2,1,1,3,3,2,1,2,1,1,2,3,3,1,2,3,2,1,3,1,1,1,2,3,2,1,3,1
"1600",1,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,1,2,1,2,1,1,1,2,1,3,1
"1601",3,2,3,2,1,3,3,1,3,2,2,3,2,1,2,1,1,3,2,1,2,2,2,3,1,3,2,2,1,1,2,1,1,3,1,1,3,3,1,1,1,2,2,1,1,4,2,2,2,4,1,1,2,1,3,1,2,1,1
"1602",1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,3,3,1,3,2,4,3,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,3,3,1,2,2,2,1,1,1,1,3,2,3,3,1
"1603",3,1,4,1,3,3,2,3,3,1,2,3,1,2,3,2,2,3,3,4,4,3,3,1,3,4,3,3,2,2,2,3,2,2,3,3,3,3,2,2,1,2,2,1,1,3,3,4,4,4,2,3,3,4,4,4,4,4,2
"1604",3,1,1,1,3,1,1,1,4,1,1,3,1,2,3,1,1,3,4,3,1,4,2,4,3,3,3,2,4,1,1,1,1,1,1,3,2,1,4,1,1,3,3,1,1,4,1,3,3,3,2,3,1,2,3,3,2,3,2
"1605",1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,1,2,1,3,1
"1606",2,2,1,2,1,3,5,2,3,1,1,3,1,2,3,1,1,3,4,1,2,3,4,5,4,2,1,1,3,1,4,3,1,1,4,1,4,2,1,2,4,2,2,5,4,4,2,3,1,2,1,4,1,5,3,5,1,4,2
"1607",4,3,4,4,4,4,4,3,4,3,4,4,4,4,5,2,4,4,4,4,4,2,4,3,3,4,3,5,4,2,5,4,3,4,4,4,4,4,3,4,4,3,4,5,4,3,4,3,2,5,2,3,5,4,5,3,3,4,3
"1608",1,1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,2,2,1,4,1,3,2,2,1,2,1,1,1,1,1,1,1,2,2,3,2,1,1,3,1,2,1,2,1,4,1,3,1,1,1,1,1,1,1,1,2,2,1
"1609",3,1,1,1,1,1,3,1,3,1,1,3,1,2,2,1,1,2,2,2,1,1,3,3,3,1,1,3,2,1,1,1,2,2,1,3,1,1,3,1,1,1,1,1,1,3,2,3,1,3,1,1,2,1,3,1,1,2,1
"1610",5,4,2,3,3,4,3,5,5,1,3,4,3,4,3,5,3,3,4,4,4,4,5,2,3,4,4,4,1,1,3,1,1,3,3,5,3,2,2,3,4,2,3,4,3,3,2,3,2,3,1,4,4,3,4,2,1,2,2
"1611",1,1,1,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,3,5,2,2,1,2,1,2,1,1,1,1,1,1,4,1,1,4,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,3,2,2,2,1
"1612",1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,3,1
"1613",1,1,1,1,1,1,3,1,4,2,1,1,3,3,1,1,1,1,2,3,3,1,5,5,1,1,1,1,4,1,3,1,5,3,4,3,2,1,4,4,1,3,1,4,1,4,2,3,3,1,2,3,1,1,3,3,1,3,1
"1614",4,5,4,2,3,4,4,4,4,5,4,3,4,4,2,1,2,3,1,4,3,4,5,4,4,5,3,2,5,1,2,3,4,3,3,3,5,1,4,2,2,1,2,2,3,5,3,3,2,3,1,4,2,3,2,3,3,3,1
"1615",4,4,4,3,3,4,3,5,5,3,3,5,2,3,5,3,2,5,5,3,3,5,4,4,5,4,4,3,5,2,3,1,5,4,3,3,4,3,3,3,1,3,2,3,3,5,5,5,5,5,4,5,4,5,4,5,5,5,2
"1616",1,1,3,2,3,1,2,1,2,2,1,3,2,2,3,3,2,3,2,2,3,3,3,2,2,3,2,3,2,1,3,3,1,2,2,2,3,2,1,2,2,1,4,3,1,2,1,2,2,3,1,1,4,4,3,1,2,2,2
"1617",2,1,2,1,4,2,2,1,4,2,2,3,2,3,2,3,1,3,5,5,3,3,3,3,2,3,1,2,4,2,2,2,3,1,4,5,3,1,3,2,1,3,2,2,1,3,1,3,1,1,1,2,3,1,2,1,1,3,1
